Date,Ticker,Name,Category,Sector,Open,High,Low,Close,Adj_Close,Volume
1987-10-30,SIVB,Silicon Valley Bank,Distressed_2023,Financials,0.751429,0.751429,0.751429,0.751429,0.751429,0
1987-11-25,SIVB,Silicon Valley Bank,Distressed_2023,Financials,0.687655,0.687655,0.687655,0.687655,0.687655,0
1987-12-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,0.744319,0.744319,0.744319,0.744319,0.744319,0
1988-01-27,SIVB,Silicon Valley Bank,Distressed_2023,Financials,0.822304,0.822304,0.822304,0.822304,0.822304,0
1988-02-23,SIVB,Silicon Valley Bank,Distressed_2023,Financials,0.808085,0.808085,0.808085,0.808085,0.808085,0
1988-03-30,SIVB,Silicon Valley Bank,Distressed_2023,Financials,0.751429,0.751429,0.751429,0.751429,0.751429,0
1988-04-29,SIVB,Silicon Valley Bank,Distressed_2023,Financials,0.907296,0.907296,0.907296,0.907296,0.907296,0
1988-05-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,1.01331,1.01331,1.01331,1.01331,1.01331,0
1988-06-24,SIVB,Silicon Valley Bank,Distressed_2023,Financials,0.97078,0.97078,0.97078,0.97078,0.97078,0
1988-07-28,SIVB,Silicon Valley Bank,Distressed_2023,Financials,1.084159,1.084159,1.084159,1.084159,1.084159,0
1988-08-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,1.027419,1.027419,1.027419,1.027419,1.027419,0
1988-09-30,SIVB,Silicon Valley Bank,Distressed_2023,Financials,1.041629,1.041629,1.041629,1.041629,1.041629,0
1988-10-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,1.225857,1.225857,1.225857,1.225857,1.225857,0
1988-11-30,SIVB,Silicon Valley Bank,Distressed_2023,Financials,1.225857,1.225857,1.225857,1.225857,1.225857,0
1988-12-30,SIVB,Silicon Valley Bank,Distressed_2023,Financials,1.332131,1.332131,1.332131,1.332131,1.332131,0
1989-01-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,1.530468,1.530468,1.530468,1.530468,1.530468,0
1989-02-28,SIVB,Silicon Valley Bank,Distressed_2023,Financials,1.537573,1.537573,1.537573,1.537573,1.537573,0
1989-03-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,1.623442,1.623442,1.623442,1.623442,1.623442,0
1989-04-28,SIVB,Silicon Valley Bank,Distressed_2023,Financials,1.970759,1.970759,1.970759,1.970759,1.970759,0
1989-05-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.077086,2.077086,2.077086,2.077086,2.077086,0
1989-06-30,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.077086,2.077086,2.077086,2.077086,2.077086,0
1989-07-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.466075,2.466075,2.466075,2.466075,2.466075,0
1989-08-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.522721,2.522721,2.522721,2.522721,2.522721,0
1989-09-29,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.834467,2.834467,2.834467,2.834467,2.834467,0
1989-10-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.664431,2.664431,2.664431,2.664431,2.664431,0
1989-11-30,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.466075,2.466075,2.466075,2.466075,2.466075,0
1989-12-29,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.239285,2.239285,2.239285,2.239285,2.239285,0
1990-01-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.239285,2.239285,2.239285,2.239285,2.239285,0
1990-02-28,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.182549,2.182549,2.182549,2.182549,2.182549,0
1990-03-30,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.352687,2.352687,2.352687,2.352687,2.352687,0
1990-04-30,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.409329,2.409329,2.409329,2.409329,2.409329,0
1990-05-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.607777,2.607777,2.607777,2.607777,2.607777,0
1990-06-29,SIVB,Silicon Valley Bank,Distressed_2023,Financials,3.288027,3.288027,3.288027,3.288027,3.288027,0
1990-07-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.494331,2.494331,2.494331,2.494331,2.494331,0
1990-08-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.210975,2.210975,2.210975,2.210975,2.210975,0
1990-09-28,SIVB,Silicon Valley Bank,Distressed_2023,Financials,1.757414,1.757414,1.757414,1.757414,1.757414,0
1990-10-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,1.644013,1.644013,1.644013,1.644013,1.644013,0
1990-11-30,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.154217,2.154217,2.154217,2.154217,2.154217,0
1990-12-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.409319,2.409319,2.409319,2.409319,2.409319,0
1991-01-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.834467,2.834467,2.834467,2.834467,2.834467,0
1991-02-28,SIVB,Silicon Valley Bank,Distressed_2023,Financials,3.089569,3.089569,3.089569,3.089569,3.089569,0
1991-03-28,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.919546,2.919546,2.919546,2.919546,2.919546,0
1991-04-30,SIVB,Silicon Valley Bank,Distressed_2023,Financials,3.40136,3.40136,3.40136,3.40136,3.40136,0
1991-05-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,3.095238,3.095238,3.095238,3.095238,3.095238,0
1991-06-28,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.767904,2.767904,2.767904,2.767904,2.767904,0
1991-07-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.70838,2.70838,2.70838,2.70838,2.70838,0
1991-08-30,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.946476,2.946476,2.946476,2.946476,2.946476,0
1991-09-30,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.678571,2.678571,2.678571,2.678571,2.678571,0
1991-10-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,3.035714,3.035714,3.035714,3.035714,3.035714,0
1991-11-29,SIVB,Silicon Valley Bank,Distressed_2023,Financials,3.095238,3.095238,3.095238,3.095238,3.095238,0
1991-12-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,3.273809,3.273809,3.273809,3.273809,3.273809,0
1992-01-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.619047,2.619047,2.619047,2.619047,2.619047,0
1992-02-28,SIVB,Silicon Valley Bank,Distressed_2023,Financials,3.154761,3.154761,3.154761,3.154761,3.154761,0
1992-03-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,3.095238,3.095238,3.095238,3.095238,3.095238,0
1992-04-30,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.738095,2.738095,2.738095,2.738095,2.738095,0
1992-05-29,SIVB,Silicon Valley Bank,Distressed_2023,Financials,3.0,3.0,3.0,3.0,3.0,0
1992-06-30,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.75,2.75,2.75,2.75,2.75,0
1992-07-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.2813,2.2813,2.2813,2.2813,2.2813,0
1992-08-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.0938,2.0938,2.0938,2.0938,2.0938,0
1992-09-30,SIVB,Silicon Valley Bank,Distressed_2023,Financials,1.7813,1.7813,1.7813,1.7813,1.7813,0
1992-10-30,SIVB,Silicon Valley Bank,Distressed_2023,Financials,1.5938,1.5938,1.5938,1.5938,1.5938,0
1992-11-30,SIVB,Silicon Valley Bank,Distressed_2023,Financials,1.875,1.875,1.875,1.875,1.875,0
1992-12-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.0625,2.0625,2.0625,2.0625,2.0625,0
1993-01-29,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.4688,2.4688,2.4688,2.4688,2.4688,0
1993-02-26,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.625,2.625,2.625,2.625,2.625,0
1993-03-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.9375,2.9375,2.9375,2.9375,2.9375,0
1993-04-30,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.5,2.5,2.5,2.5,2.5,0
1993-05-28,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.25,2.25,2.25,2.25,2.25,0
1993-06-30,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.2188,2.2188,2.2188,2.2188,2.2188,0
1993-07-30,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.7188,2.7188,2.7188,2.7188,2.7188,0
1993-08-31,SIVB,Silicon Valley Bank,Distressed_2023,Financials,2.5625,2.5625,2.5625,2.5625,2.5625,0
